Stop_Number,Municipality,Stop_Avg_Daily_Boardings_MF,Stop_Avg_Daily_Alightings_MF,Stop_Avg_Daily_Boardings_Sat,Stop_Avg_Daily_Alightings_Sat,Stop_Avg_Daily_Boardings_SunHol,Stop_Avg_Daily_Alightings_SunHol,TSPR_Year,Stop_Latitude,Stop_Longitude
50070,Vancouver,227,58,215,49,175,34,2022,49.272471,-123.152226
50069,Vancouver,324,87,428,121,376,105,2022,49.272507,-123.154568
50067,Vancouver,201,68,165,60,125,48,2022,49.272582,-123.159332
50064,Vancouver,45,21,31,15,24,11,2022,49.270381,-123.168148
50063,Vancouver,290,139,231,109,173,81,2022,49.268707,-123.168204
50061,Vancouver,94,29,54,19,51,13,2022,49.266074,-123.168302
50060,Vancouver,883,429,785,396,560,255,2022,49.264458,-123.168174
50058,Vancouver,75,37,50,10,32,7,2022,49.261778,-123.168164
50056,Vancouver,285,32,265,27,186,20,2022,49.258079,-123.168299
50055,Vancouver,175,180,124,147,107,130,2022,49.257583,-123.17185
50054,Vancouver,34,67,25,43,18,36,2022,49.257636,-123.175459
50047,Vancouver,389,982,166,371,130,316,2022,49.280981,-123.126516
50046,Vancouver,241,132,241,82,189,59,2022,49.282068,-123.12488
50045,Vancouver,562,66,619,58,487,52,2022,49.283087,-123.123336
50043,Vancouver,4434,143,3981,108,3061,85,2022,49.285306,-123.119982
50031,Vancouver,85,3829,66,2605,50,2236,2022,49.284688,-123.120503
50030,Vancouver,135,1516,110,1238,69,945,2022,49.283593,-123.12214
54832,Vancouver,72,18,229,84,118,51,2022,49.279698,-123.124449
58144,Vancouver,643,1761,494,2106,411,1610,2022,49.280784,-123.120537
58290,Vancouver,72,56,67,60,40,46,2022,49.257321,-123.056751
58299,Vancouver,72,135,57,114,91,114,2022,49.268301,-123.158111
58313,Vancouver,564,1415,391,869,304,680,2022,49.284493,-123.114994
58321,Vancouver,36,6,161,35,116,20,2022,49.284055,-123.11788
58593,Vancouver,1834,1483,1254,1183,831,835,2022,49.276487,-123.127092
60277,Vancouver,32,56,117,199,79,122,2022,49.28102,-123.11824
60336,Vancouver,68,120,44,74,32,56,2022,49.28202,-123.089076
60980,Vancouver,3686,1022,3096,944,2241,729,2022,49.28266,-123.117951
60993,Vancouver,571,1679,418,1075,396,906,2022,49.283461,-123.116549
61074,Vancouver,103,197,63,161,67,138,2022,49.282699,-123.099733
61292,Vancouver,1758,465,1748,503,1309,425,2022,49.28172,-123.119373
61293,Vancouver,1650,4237,1372,3701,1063,2771,2022,49.282317,-123.118291
61518,Vancouver,37,65,60,89,35,62,2022,49.280462,-123.100263
61519,Vancouver,128,74,336,373,191,247,2022,49.282782,-123.115596
61522,Vancouver,144,61,442,271,235,120,2022,49.277974,-123.127034
61930,Vancouver,44,32,38,24,20,25,2022,49.283161,-123.076463
61933,Vancouver,38,81,41,52,20,42,2022,49.282052,-123.086717
50035,Vancouver,1821,1120,1610,1310,1362,1082,2022,49.284786,-123.111191
50036,Vancouver,362,223,314,266,270,168,2022,49.283765,-123.109649
50177,Vancouver,319,92,298,99,241,67,2022,49.265339,-123.100685
51006,Vancouver,18,37,89,178,50,99,2022,49.278835,-123.121579
53391,Vancouver,807,1958,617,1690,525,1360,2022,49.281426,-123.099363
54830,Vancouver,89,10,331,26,168,25,2022,49.282906,-123.119595
54831,Vancouver,119,15,464,58,214,30,2022,49.281831,-123.121239
54832,Vancouver,72,18,229,84,118,51,2022,49.279698,-123.124449
50178,Vancouver,237,172,163,101,127,85,2022,49.266719,-123.100662
50179,Vancouver,237,355,217,351,158,227,2022,49.269455,-123.100505
50180,Vancouver,118,94,120,98,102,79,2022,49.270803,-123.100432
50181,Vancouver,1618,2009,1472,1816,1190,1308,2022,49.273395,-123.099831
50182,Vancouver,127,170,164,166,129,148,2022,49.275321,-123.099748
50184,Vancouver,244,1552,238,1413,199,1006,2022,49.278968,-123.099607
50185,Vancouver,185,1231,173,1076,147,885,2022,49.28144,-123.1003
50186,Vancouver,442,758,449,750,354,567,2022,49.281733,-123.105366
50187,Vancouver,421,733,423,735,321,558,2022,49.282221,-123.108043
50188,Vancouver,167,378,177,355,123,242,2022,49.283085,-123.110279
50228,Vancouver,431,186,326,154,280,112,2022,49.282229,-123.099988
50229,Vancouver,1171,433,1000,397,899,317,2022,49.28081,-123.099812
50230,Vancouver,1491,232,1411,250,1056,196,2022,49.279029,-123.099896
50232,Vancouver,255,213,253,171,187,160,2022,49.274506,-123.100141
50233,Vancouver,2304,1927,2061,1749,1587,1423,2022,49.273072,-123.100189
50234,Vancouver,286,257,256,201,192,209,2022,49.270621,-123.100821
50771,Vancouver,159,503,107,475,112,341,2022,49.263824,-123.100514
50772,Vancouver,475,304,406,280,348,227,2022,49.262719,-123.098055
50773,Vancouver,235,93,192,76,153,69,2022,49.262454,-123.095524
50774,Vancouver,225,172,175,179,160,153,2022,49.262402,-123.092514
50775,Vancouver,447,157,376,121,243,114,2022,49.262021,-123.089232
50776,Vancouver,34,47,13,44,15,36,2022,49.26032,-123.089275
50777,Vancouver,37,66,32,70,17,48,2022,49.258479,-123.089284
50778,Vancouver,143,133,154,122,84,67,2022,49.25611,-123.090058
50780,Vancouver,21,32,18,31,10,20,2022,49.25162,-123.090186
50781,Vancouver,44,99,30,76,15,57,2022,49.249808,-123.090246
50782,Vancouver,208,124,173,101,112,73,2022,49.248306,-123.090273
50783,Vancouver,80,99,74,88,52,61,2022,49.246305,-123.090308
50784,Vancouver,156,174,178,160,135,122,2022,49.244247,-123.090388
50786,Vancouver,118,111,76,110,83,86,2022,49.239976,-123.090476
50787,Vancouver,19,36,16,35,13,21,2022,49.238045,-123.090514
50788,Vancouver,31,76,18,51,19,43,2022,49.236049,-123.090613
50789,Vancouver,10,39,13,44,0,20,2022,49.234521,-123.090651
50790,Vancouver,337,268,246,225,203,158,2022,49.232478,-123.090705
50791,Vancouver,114,133,81,121,46,78,2022,49.230719,-123.090713
50792,Vancouver,91,189,77,171,74,140,2022,49.228897,-123.090762
50793,Vancouver,137,244,116,232,104,172,2022,49.227099,-123.090813
50794,Vancouver,480,454,430,429,271,326,2022,49.225133,-123.090918
50795,Vancouver,44,77,37,69,31,62,2022,49.223292,-123.090958
50796,Vancouver,45,136,29,130,19,96,2022,49.22148,-123.091
50797,Vancouver,22,195,24,165,21,143,2022,49.219642,-123.091056
50798,Vancouver,32,259,37,229,21,166,2022,49.217937,-123.091092
50799,Vancouver,22,211,12,184,12,133,2022,49.216234,-123.091124
50800,Vancouver,14,297,12,236,12,182,2022,49.214571,-123.091155
50801,Vancouver,7,179,9,179,8,130,2022,49.212749,-123.091181
50802,Vancouver,0,432,0,296,0,232,2022,49.211508,-123.091218
50820,Vancouver,354,8,271,18,228,11,2022,49.212147,-123.090933
50821,Vancouver,274,26,234,26,179,16,2022,49.214241,-123.090903
50822,Vancouver,281,38,216,35,184,30,2022,49.215947,-123.090881
50824,Vancouver,125,35,128,30,85,26,2022,49.22126,-123.090756
50825,Vancouver,105,39,69,27,63,26,2022,49.223033,-123.090707
50827,Vancouver,471,452,403,391,309,284,2022,49.225766,-123.090643
50828,Vancouver,169,90,198,112,119,93,2022,49.227632,-123.090596
50829,Vancouver,172,91,144,91,123,65,2022,49.229442,-123.090556
50830,Vancouver,121,218,110,144,64,89,2022,49.231265,-123.0905
50831,Vancouver,216,217,205,178,162,137,2022,49.233627,-123.090406
50832,Vancouver,51,25,37,26,36,20,2022,49.235102,-123.090364
50833,Vancouver,51,36,51,32,32,17,2022,49.236772,-123.090324
50834,Vancouver,50,34,59,35,45,25,2022,49.23862,-123.090274
50835,Vancouver,96,122,106,64,61,59,2022,49.240627,-123.09022
50838,Vancouver,167,115,141,121,108,97,2022,49.245869,-123.090107
50840,Vancouver,172,223,158,160,133,139,2022,49.248973,-123.089998
50841,Vancouver,59,21,66,15,30,16,2022,49.251282,-123.089924
50843,Vancouver,88,122,81,129,62,77,2022,49.255774,-123.089737
50844,Vancouver,57,55,75,35,33,40,2022,49.258292,-123.089096
50845,Vancouver,37,32,39,15,30,17,2022,49.260077,-123.089055
50846,Vancouver,32,262,28,189,17,149,2022,49.261837,-123.08903
50848,Vancouver,120,178,120,159,113,145,2022,49.262598,-123.093535
50849,Vancouver,119,306,107,297,90,220,2022,49.262835,-123.096513
50850,Vancouver,1745,1458,1470,1277,1148,984,2022,49.262926,-123.098697
50852,Vancouver,407,832,389,705,305,599,2022,49.284435,-123.112367
58145,Vancouver,526,444,507,383,413,330,2022,49.263296,-123.099681
58510,Vancouver,114,286,70,216,66,150,2022,49.266106,-123.100973
58613,Vancouver,1284,1309,1043,1038,831,790,2022,49.262593,-123.09009
58647,Vancouver,326,0,338,0,258,0,2022,49.211133,-123.092844
58762,Vancouver,64,0,0,0,0,0,2022,49.211303,-123.091221
58954,Vancouver,44,47,40,56,31,37,2022,49.242261,-123.090417
58955,Vancouver,98,139,80,121,56,126,2022,49.242872,-123.090196
60223,Vancouver,96,62,71,36,60,48,2022,49.253266,-123.089851
50268,UBC/UEL,1563,114,1267,78,884,49,2022,49.266827,-123.241849
50270,UBC/UEL,136,74,229,46,150,30,2022,49.265327,-123.235217
50271,UBC/UEL,70,21,51,18,44,16,2022,49.263486,-123.229095
50274,Vancouver,36,106,39,45,24,30,2022,49.263836,-123.214641
50275,Vancouver,49,93,55,47,48,39,2022,49.26381,-123.211737
50276,Vancouver,766,787,762,431,533,358,2022,49.263764,-123.208525
50277,Vancouver,67,58,69,31,53,20,2022,49.263689,-123.205581
50278,Vancouver,79,51,83,24,54,19,2022,49.263657,-123.202595
50279,Vancouver,39,44,37,19,32,16,2022,49.263605,-123.199436
50280,Vancouver,44,39,49,17,30,14,2022,49.263564,-123.196532
50281,Vancouver,41,46,29,16,23,12,2022,49.263526,-123.193422
50282,Vancouver,23,20,12,9,10,6,2022,49.263472,-123.190678
50283,Vancouver,15,53,21,40,11,16,2022,49.263434,-123.187456
50315,Vancouver,155,45,181,36,168,25,2022,49.264278,-123.185239
50319,Vancouver,1900,1079,1607,748,1117,533,2022,49.263995,-123.167357
50320,Vancouver,70,21,63,16,33,11,2022,49.263906,-123.164293
50321,Vancouver,54,19,43,11,49,11,2022,49.263904,-123.16196
50322,Vancouver,95,79,109,85,100,62,2022,49.263809,-123.157195
50323,Vancouver,85,67,112,76,127,65,2022,49.263766,-123.154253
50325,Vancouver,246,99,249,104,195,83,2022,49.263611,-123.145163
50327,Vancouver,323,71,194,72,135,46,2022,49.263448,-123.134715
50328,Vancouver,309,97,240,75,156,54,2022,49.263381,-123.130979
50357,Vancouver,896,1276,658,1177,527,863,2022,49.26367,-123.186028
50464,Vancouver,128,370,99,253,70,183,2022,49.26354,-123.129369
50465,Vancouver,73,254,60,184,39,152,2022,49.263576,-123.131742
50540,Vancouver,532,1030,388,801,270,535,2022,49.263732,-123.140158
50557,Vancouver,38,56,37,56,29,60,2022,49.263769,-123.143781
50558,Vancouver,55,133,58,139,34,121,2022,49.263829,-123.146302
50561,Vancouver,90,111,89,158,73,167,2022,49.263962,-123.155724
50562,Vancouver,25,39,19,40,10,58,2022,49.264051,-123.160487
50563,Vancouver,26,76,15,84,11,73,2022,49.264113,-123.165212
50564,Vancouver,204,236,207,267,141,234,2022,49.264174,-123.168896
50565,Vancouver,81,83,82,106,55,84,2022,49.264221,-123.171711
50566,Vancouver,154,177,164,242,80,178,2022,49.264241,-123.174408
50567,Vancouver,201,266,176,296,127,206,2022,49.264311,-123.178243
50568,Vancouver,51,155,42,199,35,139,2022,49.264377,-123.182257
50571,Vancouver,20,27,16,18,8,24,2022,49.263644,-123.191417
50572,Vancouver,43,42,21,41,14,29,2022,49.263683,-123.194468
50573,Vancouver,40,59,16,43,12,40,2022,49.263725,-123.197332
50574,Vancouver,44,42,17,48,11,31,2022,49.263781,-123.200725
50575,Vancouver,56,79,21,68,11,46,2022,49.263828,-123.203438
50576,Vancouver,47,64,38,77,20,48,2022,49.263863,-123.206461
50577,Vancouver,89,53,30,76,30,56,2022,49.263966,-123.212506
50601,UBC/UEL,88,45,60,47,38,62,2022,49.264016,-123.215915
50602,UBC/UEL,15,69,19,66,13,47,2022,49.263693,-123.229837
50603,UBC/UEL,58,140,43,171,26,141,2022,49.265815,-123.235541
50604,UBC/UEL,14,195,13,292,9,205,2022,49.267024,-123.239311
50682,Vancouver,562,60,356,41,274,36,2022,49.26234,-123.057336
50772,Vancouver,475,304,406,280,348,227,2022,49.262719,-123.098055
50773,Vancouver,235,93,192,76,153,69,2022,49.262454,-123.095524
50774,Vancouver,225,172,175,179,160,153,2022,49.262402,-123.092514
50848,Vancouver,120,178,120,159,113,145,2022,49.262598,-123.093535
50849,Vancouver,119,306,107,297,90,220,2022,49.262835,-123.096513
50850,Vancouver,1745,1458,1470,1277,1148,984,2022,49.262926,-123.098697
50873,Vancouver,449,170,218,112,180,87,2022,49.26323,-123.121293
50878,Vancouver,174,137,123,124,107,104,2022,49.262911,-123.104471
50880,Vancouver,1014,1742,811,1380,586,996,2022,49.262778,-123.099816
50883,Vancouver,185,109,142,107,120,85,2022,49.262351,-123.084744
50884,Vancouver,265,165,110,98,94,86,2022,49.262322,-123.080869
50885,Vancouver,282,162,141,136,124,125,2022,49.262269,-123.076797
50886,Vancouver,36,77,20,84,22,71,2022,49.262258,-123.073194
50888,Vancouver,32,29,9,13,9,10,2022,49.262171,-123.065398
50889,Vancouver,34,94,16,58,12,41,2022,49.262171,-123.061609
50890,Vancouver,19,194,13,159,9,129,2022,49.26213,-123.057623
50891,Vancouver,79,455,48,270,46,222,2022,49.261889,-123.055558
50892,Vancouver,124,601,22,211,22,189,2022,49.261916,-123.051333
50893,Vancouver,32,147,13,105,22,155,2022,49.261917,-123.049151
50894,Vancouver,5,48,0,42,0,30,2022,49.261906,-123.046541
50895,Vancouver,40,371,18,205,22,162,2022,49.261812,-123.043749
50897,Vancouver,6,105,5,68,0,57,2022,49.261793,-123.039755
50898,Vancouver,0,25,0,24,0,17,2022,49.261818,-123.037407
50899,Vancouver,22,420,13,245,33,236,2022,49.261781,-123.033192
50900,Vancouver,0,111,0,64,8,63,2022,49.263759,-123.027828
50901,Vancouver,428,450,226,230,164,180,2022,49.265467,-123.024843
50902,Vancouver,133,5,64,0,71,0,2022,49.263328,-123.028889
50903,Vancouver,50,0,27,0,22,0,2022,49.262053,-123.031548
50904,Vancouver,417,25,223,13,215,19,2022,49.262009,-123.034312
50905,Vancouver,39,0,17,0,22,0,2022,49.261989,-123.037125
50907,Vancouver,390,43,223,29,192,24,2022,49.262097,-123.044962
50908,Vancouver,173,30,99,16,149,27,2022,49.262111,-123.050045
50909,Vancouver,517,138,207,19,163,20,2022,49.262111,-123.051889
50910,Vancouver,99,31,64,18,53,15,2022,49.262127,-123.055187
50911,Vancouver,56,21,28,10,21,6,2022,49.262356,-123.062394
50912,Vancouver,10,18,0,7,6,0,2022,49.262384,-123.064374
50914,Vancouver,79,33,68,19,61,16,2022,49.262447,-123.074067
50915,Vancouver,19,89,10,45,18,46,2022,49.262487,-123.07607
50916,Vancouver,969,523,646,286,528,242,2022,49.262499,-123.078554
50917,Vancouver,128,228,61,91,56,79,2022,49.262497,-123.080761
50918,Vancouver,99,157,78,120,78,105,2022,49.262532,-123.083724
50919,Vancouver,61,166,39,119,41,118,2022,49.262579,-123.087643
50920,Vancouver,124,198,113,144,98,143,2022,49.263101,-123.105291
50921,Vancouver,113,337,114,265,94,238,2022,49.263212,-123.109868
50924,Vancouver,416,632,333,522,311,513,2022,49.26336,-123.118098
50925,Vancouver,65,128,47,79,52,69,2022,49.263401,-123.120227
50926,Vancouver,745,1993,314,749,208,466,2022,49.263433,-123.122318
50927,Vancouver,110,74,12,0,11,0,2022,49.262724,-123.14034
52094,Vancouver,2016,1000,1506,646,1369,553,2022,49.262426,-123.069432
52102,Vancouver,1387,2773,843,1292,753,1015,2022,49.262213,-123.068963
57938,UBC/UEL,54,19,64,16,46,10,2022,49.266503,-123.237822
58023,Vancouver,856,835,521,800,385,612,2022,49.263905,-123.209694
58044,Vancouver,123,8,74,0,59,0,2022,49.262004,-123.039504
58135,Vancouver,801,1442,588,1028,418,641,2022,49.263073,-123.138707
58491,Vancouver,101,6635,48,4913,35,3530,2022,49.26342,-123.069582
58613,Vancouver,1284,1309,1043,1038,831,790,2022,49.262593,-123.09009
58621,Vancouver,80,81,57,78,72,83,2022,49.262833,-123.067725
58895,UBC/UEL,247,419,0,0,0,0,2022,49.265726,-123.248724
58953,Vancouver,0,0,0,0,0,0,2022,49.26203,-123.099601
60006,Vancouver,436,180,360,196,302,153,2022,49.26302,-123.10905
60725,Vancouver,130,67,156,42,120,30,2022,49.264225,-123.181429
60726,Vancouver,309,210,320,156,219,111,2022,49.264155,-123.17742
60727,Vancouver,241,157,255,166,176,98,2022,49.264095,-123.173572
60728,Vancouver,93,70,113,59,81,49,2022,49.264061,-123.170799
50026,Vancouver,183,219,170,125,150,199,2022,49.278073,-123.127493
50034,Vancouver,100,529,83,442,58,370,2022,49.285553,-123.11335
50035,Vancouver,1821,1120,1610,1310,1362,1082,2022,49.284786,-123.111191
50095,Vancouver,754,946,607,731,500,597,2022,49.283818,-123.113429
50096,Vancouver,853,927,852,755,749,702,2022,49.284575,-123.114596
50189,Vancouver,45,107,60,88,25,87,2022,49.283796,-123.11242
50203,Vancouver,65,14,26,8,34,8,2022,49.237418,-123.139374
50204,Vancouver,11,0,7,6,7,0,2022,49.239279,-123.13931
50205,Vancouver,38,32,41,14,46,34,2022,49.241186,-123.13924
50206,Vancouver,16,0,9,6,7,0,2022,49.243144,-123.139178
50207,Vancouver,15,5,18,0,14,0,2022,49.245722,-123.139081
50208,Vancouver,53,34,27,7,24,14,2022,49.24769,-123.139023
50209,Vancouver,118,97,63,52,56,43,2022,49.250127,-123.138924
50210,Vancouver,23,8,11,6,12,0,2022,49.252263,-123.138834
50211,Vancouver,7,0,5,0,0,0,2022,49.253467,-123.138804
50212,Vancouver,91,71,86,55,49,35,2022,49.257367,-123.138663
50213,Vancouver,213,95,146,87,121,74,2022,49.25921,-123.138595
50214,Vancouver,470,136,430,130,314,75,2022,49.261157,-123.13852
50217,Vancouver,414,165,281,118,213,127,2022,49.265651,-123.138349
50218,Vancouver,175,159,174,164,154,147,2022,49.267404,-123.138259
50220,Vancouver,1535,888,1250,906,1003,713,2022,49.277584,-123.125372
50526,Vancouver,1921,622,1259,460,938,414,2022,49.284039,-123.115939
50535,Vancouver,1205,1727,962,1441,858,1124,2022,49.276786,-123.126905
50536,Vancouver,815,1423,613,1042,437,463,2022,49.275854,-123.128375
50542,Vancouver,115,286,105,315,70,202,2022,49.261424,-123.138768
50543,Vancouver,104,247,77,230,64,144,2022,49.259524,-123.138834
50544,Vancouver,74,122,48,143,42,82,2022,49.257667,-123.138899
50545,Vancouver,11,13,17,28,0,8,2022,49.254178,-123.13903
50546,Vancouver,5,24,0,24,0,12,2022,49.252781,-123.139073
50547,Vancouver,0,25,0,20,0,17,2022,49.2505,-123.139186
50550,Vancouver,10,18,5,17,5,9,2022,49.244793,-123.139357
50551,Vancouver,0,13,5,11,5,5,2022,49.243251,-123.139408
50552,Vancouver,27,50,17,62,26,55,2022,49.241525,-123.139454
50553,Vancouver,0,7,0,0,0,0,2022,49.239615,-123.139528
50554,Vancouver,7,47,6,39,0,28,2022,49.237706,-123.139593
50555,Vancouver,0,49,0,19,0,29,2022,49.235947,-123.139659
50556,Vancouver,10,73,11,57,5,39,2022,49.235048,-123.139751
50739,Vancouver,386,68,263,56,197,47,2022,49.204348,-123.130671
50755,Vancouver,46,59,12,51,23,37,2022,49.204167,-123.137246
50756,Vancouver,93,162,41,92,34,89,2022,49.205047,-123.139869
50757,Vancouver,315,267,220,290,167,229,2022,49.207431,-123.1404
50758,Vancouver,338,146,192,91,188,120,2022,49.208885,-123.14035
50759,Vancouver,190,87,129,75,100,57,2022,49.211168,-123.140317
50760,Vancouver,49,16,0,0,0,0,2022,49.213646,-123.140212
50761,Vancouver,43,17,44,13,27,16,2022,49.215299,-123.140165
50763,Vancouver,148,55,105,53,79,49,2022,49.219694,-123.14
50764,Vancouver,21,9,14,8,10,8,2022,49.221123,-123.139943
50765,Vancouver,19,13,16,16,13,6,2022,49.222949,-123.139886
50767,Vancouver,134,233,109,112,106,94,2022,49.227422,-123.139703
50769,Vancouver,53,15,54,9,34,12,2022,49.229985,-123.139609
50770,Vancouver,26,25,23,18,13,10,2022,49.232803,-123.139507
50819,Vancouver,114,407,73,279,52,224,2022,49.20453,-123.131063
50853,Vancouver,246,158,134,140,125,90,2022,49.233799,-123.139775
50854,Vancouver,0,11,0,9,5,9,2022,49.232098,-123.139799
50855,Vancouver,0,17,0,15,0,12,2022,49.228469,-123.139921
50856,Vancouver,187,138,117,87,74,101,2022,49.226415,-123.139991
50857,Vancouver,8,12,8,19,5,10,2022,49.223822,-123.140097
50858,Vancouver,9,42,8,29,10,17,2022,49.221382,-123.140195
50859,Vancouver,46,143,37,101,33,80,2022,49.218967,-123.140294
50860,Vancouver,28,92,29,73,28,49,2022,49.217067,-123.140361
50861,Vancouver,8,27,9,21,0,9,2022,49.215526,-123.140408
50862,Vancouver,88,135,104,102,72,65,2022,49.213531,-123.140485
50863,Vancouver,41,144,31,102,25,62,2022,49.211828,-123.140547
50864,Vancouver,91,289,75,169,73,152,2022,49.209597,-123.140672
50865,Vancouver,213,276,163,217,153,140,2022,49.20811,-123.140711
50866,Vancouver,83,116,67,85,57,68,2022,49.205733,-123.140764
51004,Vancouver,48,85,219,381,126,190,2022,49.276811,-123.124629
51006,Vancouver,18,37,89,178,50,99,2022,49.278835,-123.121579
51008,Vancouver,13,44,10,33,6,40,2022,49.230342,-123.139857
51120,Vancouver,108,58,88,38,85,36,2022,49.20325,-123.132871
51948,Vancouver,75,265,53,178,52,134,2022,49.207414,-123.123941
52126,Vancouver,343,118,228,103,186,92,2022,49.207179,-123.123861
52127,Vancouver,48,118,36,127,40,91,2022,49.208502,-123.120741
52217,Vancouver,871,98,709,85,748,81,2022,49.209141,-123.119749
52219,Vancouver,123,204,73,171,83,164,2022,49.206184,-123.126813
54824,Vancouver,283,315,162,239,145,204,2022,49.20366,-123.135845
